"Dateiname";"Unternehmensname_given";"Ort_given";"Unternehmensname_infile";"Ort_infile";"Dokumentendatum";"Dokumententyp";"JA_von";"JA_bis";"Anzahl_MA";"Eigenkapital";"Bilanzsumme";"Bilanzgewinn/verlust";"EK-Quote";"Nicht gedeckter Fehlbetrag";"Umsatzerlöse";"Bilanz_Aktiva";"Bilanz_Passiva"
"Acrolinx_14.06.2018.html";"Acrolinx";" Berlin";"acrolinx GmbH";"Berlin";"14.06.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Arbeitnehmerzahl";"2971403.54";"8794754.99";"1735291.69";"0.3378608663207342";"0.0";"";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Forderungen und sonstige Vermögensgegenstände': '', 'II. Kassenbestand, Guthaben bei Kreditinstituten': '', 'C. Rechnungsabgrenzungsposten': '', 'D. Nicht durch Eigenkapital gedeckter Fehlbetrag': ''}";"{'': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 153789.0, './. eigene Anteile': -2000.0, 'II. Kapitalrücklage': '', 'III. Verlustvortrag': '', 'IV. Jahresfehlbetrag': '', 'Nicht gedeckter Fehlbetrag': '', 'Buchmäßiges Eigenkapital': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': ''}"
"Acrolinx_19.02.2015.html";"Acrolinx";" Berlin";"acrolinx GmbH";"Berlin";"19.02.2015";"Jahresabschluss";"01.01.2013";"31.12.2013";"Arbeitnehmerzahl";"2.66";"30.13";"-13.53";"0.08828410222369731";"";"";"{'': 'TEuro', 'A. Anlagevermögen': '', 'B. Umlaufvermögen': '', 'I. Forderungen und sonstige Vermögensgegenstände': 19.17, 'II. Kassenbestand, Bankguthaben, Guthaben bei Kreditinstituten': 8.74, 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'TEuro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 0.75, 'abzüglich eigene Anteile': '-2', 'II. Kapitalrücklagen': 97.73, 'III. Verlustvortrag': -69.78, 'IV. Jahresfehlbetrag': -26.02, 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"Acrolinx_20.08.2019.html";"Acrolinx";" Berlin";"acrolinx GmbH";"Berlin";"20.08.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die Gesellschaft beschäftigte 2018 im Jahresdurchschnitt 60 Mitarbeiter (Vorjahr: 54).";"2000.0";"7497103.87";"-1297651.12";"-0.25028938007764323";"1876445.48";"";"{'A. Anlagevermögen': 227278.62, 'I. Immaterielle Vermögensgegenstände': 68399.0, 'II. Sachanlagen': 158877.8, 'III. Finanzanlagen': 1.82, 'B. Umlaufvermögen': 5032423.41, 'I. Forderungen und sonstige Vermögensgegenstände': 1720797.3, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 3311626.11, 'C. Rechnungsabgrenzungsposten': 360956.36, 'D. nicht durch Eigenkapital gedeckter Fehlbetrag': 1876445.48, 'Bilanzsumme, Summe Aktiva': 7497103.87}";"{'A. Eigenkapital': 0.0, 'I. gezeichnetes Kapital': 153789.0, '1. Eigene Anteile - offen vom Gezeichneten Kapital abgesetzt': -2000.0, '2. eingefordertes Kapital': 151789.0, 'II. Kapitalrücklage': 24210313.59, 'III. Verlustvortrag': 21392699.05, 'IV. Jahresfehlbetrag': 4845849.02, 'V. nicht gedeckter Fehlbetrag': 1876445.48, 'B. Rückstellungen': 501380.0, 'C. Verbindlichkeiten': 1730664.66, 'D. Rechnungsabgrenzungsposten': 5265059.21, 'Bilanzsumme, Summe Passiva': 7497103.87}"
"Acrolinx_20.10.2015.html";"Acrolinx";" Berlin";"acrolinx GmbH";"Berlin";"20.10.2015";"Jahresabschluss";"01.01.2014";"31.12.2014";"Arbeitnehmerzahl";"0.0";"27.5";"-2.63";"-0.10145454545454545";"2.79";"";"{'': 'TEuro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': 0.0, 'II. Sachanlagen': 1.02, 'III. Finanzanlagen': 0.0, 'B. Umlaufvermögen': '', 'I. Forderungen und sonstige Vermögensgegenstände': 12.06, 'II. Kassenbestand, Bankguthaben, Guthaben bei Kreditinstituten': 11.03, 'C. Rechnungsabgrenzungsposten': '', 'D. Nicht durch Eigenkapital gedeckter Fehlbetrag': '', 'Summe Aktiva': ''}";"{'': 'TEuro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 0.8, 'abzüglich eigene Anteile': '- 2', 'II. Kapitalrücklage': 117.68, 'III. Verlustvortrag': -95.8, 'IV. Jahresfehlbetrag': -25.45, 'Nicht gedeckter Fehlbetrag': 2.79, 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"Acrolinx_23.03.2018.html";"Acrolinx";" Berlin";"acrolinx GmbH";"Berlin";"23.03.2018";"Jahresabschluss";"01.01.2016";"31.12.2016";"Arbeitnehmerzahl";"0";"7059463.3";"1810287.36";"-0.5754331706774366";"4062249.35";"";"{'': '', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Forderungen und sonstige Vermögensgegenstände': '', 'II. Kassenbestand, Guthaben bei Kreditinstituten': '', 'C. Rechnungsabgrenzungsposten': '', 'D. Nicht durch Eigenkapital gedeckter Fehlbetrag': '', 'PASSIVA': '', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': 79899.0, './. eigene Anteile': -2000.0, 'II. Kapitalrücklage': '', 'III. Verlustvortrag': '', 'IV. Jahresfehlbetrag': '', 'Nicht gedeckter Fehlbetrag': '', 'Buchmäßiges Eigenkapital': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': ''}";"{'Firma, Rechtsform, Sitz': 'Anteil am Kapital', 'Acrolinx North America, Inc Crawford, USA': 1.0, 'Acrolinx K. K., Tokyo, Japan': 1.0}"
"Across Systems GmbH_13.09.2016.html";"Across Systems GmbH";" Karlsbad";"Across Systems GmbH";"Karlsbad";"13.09.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"692098.2";"2436708.37";"628525.69";"0.28402996785372386";"";"";"{'': '31.12.2015EUR', 'A. Anlagevermögen': 1053790.16, 'I. Immaterielle Vermögensgegenstände': 56196.0, 'II. Sachanlagen': 100743.0, 'III. Finanzanlagen': 896851.16, 'B. Umlaufvermögen': 1362722.2, 'I. Forderungen und sonstige Vermögensgegenstände': 1362497.54, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 0.0, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 224.66, 'C. Rechnungsabgrenzungsposten': 20196.01, 'Bilanzsumme, Summe Aktiva': 2436708.37}";"{'': '31.12.2015EUR', 'A. Eigenkapital': 692098.2, 'I. gezeichnetes Kapital': 1820000.0, 'II. Kapitalrücklage': 2967388.33, 'III. Bilanzverlust': 4095290.13, 'davon Verlustvortrag': 4476932.17, 'B. Rückstellungen': 118060.0, 'C. Verbindlichkeiten': 522173.17, 'davon mit Restlaufzeit bis 1 Jahr': 474661.58, 'D. Rechnungsabgrenzungsposten': 1104377.0, 'Bilanzsumme, Summe Passiva': 2436708.37}"
"Across Systems GmbH_14.06.2019.html";"Across Systems GmbH";" Karlsbad";"Across Systems GmbH";"Karlsbad";"14.06.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 52.";"1733387.29";"3782392.49";"45427.23";"0.4582780064688633";"";"";"{'A. Anlagevermögen': 492184.66, 'I. Immaterielle Vermögensgegenstände': 21774.0, 'II. Sachanlagen': 139066.0, 'III. Finanzanlagen': 331344.66, 'B. Umlaufvermögen': 3161926.45, 'I. Vorräte': 200.0, 'II. Forderungen und sonstige Vermögensgegenstände': 1118906.97, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 2042819.48, 'C. Rechnungsabgrenzungsposten': 128281.38, 'Bilanzsumme, Summe Aktiva': 3782392.49}";"{'A. Eigenkapital': 1733387.29, 'I. gezeichnetes Kapital': 1820000.0, 'II. Kapitalrücklage': 2967388.33, 'III. Bilanzverlust': 3054001.04, 'B. Rückstellungen': 195285.0, 'C. Verbindlichkeiten': 246939.03, 'D. Rechnungsabgrenzungsposten': 1606781.17, 'Bilanzsumme, Summe Passiva': 3782392.49}"
"Across Systems GmbH_17.08.2015.html";"Across Systems GmbH";" Karlsbad";"Across Systems GmbH";"Karlsbad";"17.08.2015";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"310456.16";"1808182.68";"206396.79";"0.17169512983057664";"";"";"{'': '31.12.2014EUR', 'A. Anlagevermögen': 607286.66, 'I. Immaterielle Vermögensgegenstände': 38438.0, 'II. Sachanlagen': 69160.0, 'III. Finanzanlagen': 499688.66, 'B. Umlaufvermögen': 1184282.75, 'I. Forderungen und sonstige Vermögensgegenstände': 950258.59, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 41446.13, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 234024.16, 'C. Rechnungsabgrenzungsposten': 16613.27, 'Bilanzsumme, Summe Aktiva': 1808182.68}";"{'': '31.12.2014EUR', 'A. Eigenkapital': 310456.16, 'I. gezeichnetes Kapital': 1820000.0, 'II. Kapitalrücklage': 2967388.33, 'III. Bilanzverlust': 4476932.17, 'davon Verlustvortrag': 4537031.95, 'B. Rückstellungen': 124370.0, 'C. Verbindlichkeiten': 325135.52, 'davon mit Restlaufzeit bis 1 Jahr': 325135.52, 'D. Rechnungsabgrenzungsposten': 1048221.0, 'Bilanzsumme, Summe Passiva': 1808182.68}"
"Across Systems GmbH_19.07.2018.html";"Across Systems GmbH";" Karlsbad";"Across Systems GmbH";"Karlsbad";"19.07.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 49.";"1492423.93";"3736965.26";"947713.89";"0.39936788976197224";"";"";"{'A. Anlagevermögen': 977023.16, 'I. Immaterielle Vermögensgegenstände': 15659.0, 'II. Sachanlagen': 64513.0, 'III. Finanzanlagen': 896851.16, 'B. Umlaufvermögen': 2634499.82, 'I. Forderungen und sonstige Vermögensgegenstände': 1425819.08, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1208680.74, 'C. Rechnungsabgrenzungsposten': 125442.28, 'Bilanzsumme, Summe Aktiva': 3736965.26}";"{'A. Eigenkapital': 1492423.93, 'I. gezeichnetes Kapital': 1820000.0, 'II. Kapitalrücklage': 2967388.33, 'III. Bilanzverlust': 3294964.4, 'B. Rückstellungen': 399070.0, 'C. Verbindlichkeiten': 366167.72, 'D. Rechnungsabgrenzungsposten': 1479303.61, 'Bilanzsumme, Summe Passiva': 3736965.26}"
"Across Systems GmbH_21.08.2017.html";"Across Systems GmbH";" Karlsbad";"Across Systems GmbH";"Karlsbad";"21.08.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 52.";"664869.44";"2789251.37";"352543.0";"0.2383684192651306";"";"";"{'A. Anlagevermögen': 1040865.16, 'I. Immaterielle Vermögensgegenstände': 48806.0, 'II. Sachanlagen': 95208.0, 'III. Finanzanlagen': 896851.16, 'B. Umlaufvermögen': 1692216.13, 'I. Forderungen und sonstige Vermögensgegenstände': 1568295.37, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 123920.76, 'C. Rechnungsabgrenzungsposten': 56170.08, 'Bilanzsumme, Summe Aktiva': 2789251.37}";"{'A. Eigenkapital': 664869.44, 'I. gezeichnetes Kapital': 1820000.0, 'II. Kapitalrücklage': 2967388.33, 'III. Bilanzverlust': 4122518.89, 'B. Rückstellungen': 213315.0, 'C. Verbindlichkeiten': 256575.68, 'D. Rechnungsabgrenzungsposten': 1654491.25, 'Bilanzsumme, Summe Passiva': 2789251.37}"
"ACSG  DELTA Systems Gesellschaft für Informations-Technologie mbH_07.06.2019.html";"";"";"ACSG + DELTA Systems Gesellschaft für Informations-Technologie mbH";"Hamburg";"07.06.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"";"626882.06";"4603148.95";"4602964.31";"0.1361854823316113";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Bilanzgewinn': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'Summe Passiva': ''}"
"ACSG  DELTA Systems Gesellschaft für Informations-Technologie mbH_29.06.2020.html";"";"";"ACSG + DELTA Systems Gesellschaft für Informations-Technologie mbH";"Hamburg";"29.06.2020";"Jahresabschluss";"01.01.2019";"31.12.2019";"";"593772.2";"859453.51";"858993.2";"0.6908718075978303";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Sachanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Bilanzgewinn': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'Summe Passiva': ''}"
"acterience management partners GmbH  Co. KG_02.12.2016.html";"";"";"acterience management partners GmbH & Co. KG";"Herrsching a.Ammersee";"02.12.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"";"1783407.02";"428196.86";"";"";"";"{'': '31.12.2015EUR', 'A. Anlagevermögen': 11617.97, 'I. Sachanlagen': 11617.97, 'B. Umlaufvermögen': 1771789.05, 'I. Forderungen und sonstige Vermögensgegenstände': 696393.71, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1075395.34, 'Bilanzsumme, Summe Aktiva': 1783407.02}";"{'': '31.12.2015EUR', 'A. Festkapitalkonto (Komplementär)': 794421.84, 'B. Kommandit-Kapital': 3000.0, 'C. Jahresüberschuss': 288894.16, 'D. Einlagen stiller Gesellschafter': 313005.24, 'E. Rückstellungen': 2075.0, '1. übrige sonstige Rückstellungen': 2075.0, 'F. Verbindlichkeiten': 382010.78, 'davon mit Restlaufzeit bis 1 Jahr': 236325.89, '1. sonstige Verbindlichkeiten': 145684.89, 'davon aus Steuern': 128292.81, 'davon im Rahmen der sozialen Sicherheit': 732.19, 'davon mit einer Restlaufzeit bis zu einem Jahr': 145684.89, 'Bilanzsumme, Summe Passiva': 1783407.02}"
"acterience management partners GmbH  Co. KG_10.10.2017.html";"";"";"acterience management partners GmbH & Co. KG";"Herrsching a.Ammersee";"10.10.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"";"";"218772.64";"73087.75";"";"";"";"{'': '31.12.2016EUR', 'A. Anlagevermögen': 22571.45, 'B. Umlaufvermögen': 2585001.0, 'C. Rechnungsabgrenzungsposten': 4441.08, 'Bilanzsumme, Summe Aktiva': 2612013.53}";"{'': '31.12.2016EUR', 'A. Festkapitalkonto (Komplementär)': 3000.0, 'B. Kapitalanteile der Kommanditisten': 979164.79, 'C. Gewinnrücklagen': 601899.4, 'D. Jahresüberschuss': 505002.1, 'E. Verbindlichkeiten': 522622.24, 'davon mit Restlaufzeit bis 1 Jahr': 303849.6, '1. sonstige Verbindlichkeiten': 218772.64, 'davon aus Steuern': 179181.91, 'davon im Rahmen der sozialen Sicherheit': 1528.4, 'davon mit einer Restlaufzeit bis zu einem Jahr': 218772.64}"
"acterience management partners GmbH  Co. KG_11.09.2018.html";"";"";"acterience management partners GmbH & Co. KG";"Herrsching a.Ammersee";"11.09.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"";"2316873.97";"2920039.53";"308026.0";"0.7934392484063394";"";"";"{'': 'EUR', 'A. Anlagevermögen': 22685.0, 'I. Sachanlagen': 22685.0, 'B. Umlaufvermögen': 2889166.32, 'I. Forderungen und sonstige Vermögensgegenstände': 1108781.19, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1780385.13, 'C. Rechnungsabgrenzungsposten': 8188.21, 'Bilanzsumme, Summe Aktiva': 2920039.53}";"{'': 'EUR', 'A. Eigenkapital': 2316873.97, 'I. eingefordertes Kapital der persönlich haftenden Gesellschafter': 676721.05, 'II. Kommandit-Kapital': 3000.0, 'III. variables Kapitalkonto': 673721.05, 'IV. Gewinnvortrag': 1106901.5, 'V. Bilanzgewinn': 533251.42, 'B. Rückstellungen': 325.0, 'C. Verbindlichkeiten': 602840.56, 'davon mit Restlaufzeit bis 1 Jahr': 602758.5, 'Bilanzsumme, Summe Passiva': 2920039.53}"
"acterience management partners GmbH  Co. KG_11.11.2019.html";"";"";"acterience management partners GmbH & Co. KG";"Herrsching a.Ammersee";"11.11.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"";"2324595.33";"2826152.96";"-93886.57";"0.8225299065199925";"";"";"{'': 'EUR', 'A. Anlagevermögen': 16923.0, 'I. Sachanlagen': 16923.0, 'B. Umlaufvermögen': 2801435.98, 'I. Forderungen und sonstige Vermögensgegenstände': 1164327.97, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1637108.01, 'C. Rechnungsabgrenzungsposten': 7793.98, 'Bilanzsumme, Summe Aktiva': 2826152.96}";"{'': 'EUR', 'A. Eigenkapital': 2324595.33, 'I. eingefordertes Kapital der persönlich haftenden Gesellschafter': 253599.85, 'II. Kommandit-Kapital': 3000.0, 'III. variables Kapitalkonto': 250599.85, 'IV. Gewinnvortrag': 1640152.92, 'V. Bilanzgewinn': 430842.56, 'B. Rückstellungen': 325.0, 'C. Verbindlichkeiten': 501232.63, 'davon mit Restlaufzeit bis 1 Jahr': 501232.63, 'Bilanzsumme, Summe Passiva': 2826152.96}"
"acterience management partners GmbH  Co. KG_17.02.2015.html";"";"";"acterience management partners GmbH & Co KG";"Herrsching";"17.02.2015";"Jahresabschluss";"01.01.2013";"31.12.2013";"";"";"975091.57";"912379.67";"";"";"";"{'': 'EUR', 'A. Anlagevermögen': 11867.0, 'I. Sachanlagen': 11867.0, 'B. Umlaufvermögen': 962638.97, 'I. Forderungen und sonstige Vermögensgegenstände': 451357.85, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 511281.12, 'C. Gewinn-/Verlustvortrag': 585.6, 'Bilanzsumme, Summe Aktiva': 975091.57}";"{'': 'EUR', 'A. Kommandit-Kapital': 3000.0, 'B. variables Kapitalkonto': 297746.0, 'C. Jahresüberschuss': 313590.84, 'D. Rückstellungen': 73373.78, '1. sonstige Rückstellungen': 2075.0, 'E. Verbindlichkeiten': 287380.95, 'davon mit Restlaufzeit bis 1 Jahr': 2843.7, 'Bilanzsumme, Summe Passiva': 975091.57}"
"acterience management partners GmbH  Co. KG_18.11.2015.html";"";"";"acterience management partners GmbH & Co. KG";"Herrsching a.Ammersee";"18.11.2015";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"938379.38";"1355210.16";"380704.19";"0.6924235131176998";"";"";"{'': 'EUR', 'A. Anlagevermögen': 14809.0, 'I. Sachanlagen': 14809.0, 'B. Umlaufvermögen': 1340401.16, 'I. Forderungen und sonstige Vermögensgegenstände': 962372.81, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 378028.35, 'Bilanzsumme, Summe Aktiva': 1355210.16}";"{'': 'EUR', 'A. Eigenkapital': 938379.38, 'I. Kapitalanteile': 290496.28, '1. Kapitalanteile der persönlich haftenden Gesellschafter': 287496.28, '2. Kapitalanteile der Kommanditisten': 3000.0, 'II. Gewinnvortrag': 313005.24, 'III. Bilanzgewinn': 334877.86, 'B. Rückstellungen': 2075.0, 'C. Verbindlichkeiten': 414755.78, 'davon mit Restlaufzeit bis 1 Jahr': 414755.78, 'Bilanzsumme, Summe Passiva': 1355210.16}"
"Actian Germany GmbH_02.02.2018.html";"Actian Germany GmbH";" Hamburg";"Actian Germany GmbH";"Hamburg";"02.02.2018";"Jahresabschluss";"01.01.2016";"31.12.2016";"1. Durchschnittliche Zahl der während des Geschäftsjahrs beschäftigten Arbeitnehmer";"0.0";"4267110.6";"-89611.94";"-0.03434039417679964";"146534.26";"";"{'A. Anlagevermögen': 38228.15, 'I. Immaterielle Vermögensgegenstände': 2317.0, 'II. Sachanlagen': 35911.15, 'B. Umlaufvermögen': 4072991.93, 'I. Forderungen und sonstige Vermögensgegenstände': 2112125.76, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 11439.81, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1960866.17, 'C. Rechnungsabgrenzungsposten': 9356.26, 'D. nicht durch Eigenkapital gedeckter Fehlbetrag': 146534.26, 'Bilanzsumme, Summe Aktiva': 4267110.6}";"{'A. Eigenkapital': 0.0, 'I. gezeichnetes Kapital': 25000.0, 'II. Verlustvortrag': 303494.36, 'III. Jahresüberschuss': 131960.1, 'IV. nicht gedeckter Fehlbetrag': 146534.26, 'B. Rückstellungen': 317534.04, 'C. Verbindlichkeiten': 943918.88, 'davon mit Restlaufzeit bis 1 Jahr': 943918.88, 'davon aus Steuern': 251256.09, 'davon im Rahmen der sozialen Sicherheit': 60.63, 'D. Rechnungsabgrenzungsposten': 3005657.68, 'Bilanzsumme, Summe Passiva': 4267110.6}"
"Actian Germany GmbH_25.01.2019.html";"Actian Germany GmbH";" Hamburg";"Actian Germany GmbH";"Hamburg";"25.01.2019";"Jahresabschluss";"01.01.2017";"31.12.2017";"1. Durchschnittliche Zahl der während des Geschäftsjahrs beschäftigten Arbeitnehmer";"5720.82";"4152632.33";"-114478.27";"0.001377637013195435";"0.0";"";"{'A. Anlagevermögen': 51193.31, 'I. Immaterielle Vermögensgegenstände': 993.0, 'II. Sachanlagen': 50200.31, 'B. Umlaufvermögen': 4092027.91, 'I. Forderungen und sonstige Vermögensgegenstände': 2595455.96, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 11439.81, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1496571.95, 'C. Rechnungsabgrenzungsposten': 9411.11, 'D. nicht durch Eigenkapital gedeckter Fehlbetrag': 0.0, 'Bilanzsumme, Summe Aktiva': 4152632.33}";"{'A. Eigenkapital': 5720.82, 'I. gezeichnetes Kapital': 25000.0, 'II. Verlustvortrag': 171534.26, 'III. Jahresüberschuss': 152255.08, 'IV. nicht gedeckter Fehlbetrag': 0.0, 'B. Rückstellungen': 354401.46, 'C. Verbindlichkeiten': 523487.71, 'davon mit Restlaufzeit bis 1 Jahr': 523487.71, 'davon aus Steuern': 364118.24, 'davon im Rahmen der sozialen Sicherheit': 0.0, 'D. Rechnungsabgrenzungsposten': 3269022.34, 'Bilanzsumme, Summe Passiva': 4152632.33}"
"Actian Germany GmbH_25.05.2020.html";"Actian Germany GmbH";" Hamburg";"Actian Germany GmbH";"Hamburg";"25.05.2020";"Jahresabschluss";"01.01.2019";"31.12.2019";"1. Durchschnittliche Zahl der während des Geschäftsjahrs beschäftigten Arbeitnehmer";"324289.82";"4266967.67";"5845.96";"0.07600006493604392";"";"";"{'A. Anlagevermögen': 25588.0, 'I. Immaterielle Vermögensgegenstände': 2.0, 'II. Sachanlagen': 25586.0, 'B. Umlaufvermögen': 4225926.98, 'I. Forderungen und sonstige Vermögensgegenstände': 3535023.65, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 11439.81, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 690903.33, 'C. Rechnungsabgrenzungsposten': 15452.69, 'Bilanzsumme, Summe Aktiva': 4266967.67}";"{'A. Eigenkapital': 324289.82, 'I. gezeichnetes Kapital': 25000.0, 'II. Gewinnvortrag': 116356.56, 'III. Jahresüberschuss': 182933.26, 'B. Rückstellungen': 397870.35, 'C. Verbindlichkeiten': 369415.1, 'davon mit Restlaufzeit bis 1 Jahr': 369415.1, 'davon aus Steuern': 335307.08, 'davon im Rahmen der sozialen Sicherheit': 0.0, 'D. Rechnungsabgrenzungsposten': 3175392.4, 'Bilanzsumme, Summe Passiva': 4266967.67}"
"Actian Germany GmbH_26.01.2017.html";"Actian Germany GmbH";" Hamburg";"Actian Germany GmbH";"Hamburg";"26.01.2017";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"0.0";"4356722.54";"-574088.14";"-0.06392290476225736";"278494.36";"";"{'': '31.12.2015EUR', 'A. Anlagevermögen': 36522.0, 'I. Immaterielle Vermögensgegenstände': 3641.0, 'II. Sachanlagen': 32881.0, 'B. Umlaufvermögen': 4039495.87, 'I. Forderungen und sonstige Vermögensgegenstände': 2400043.65, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 1639452.22, 'C. Rechnungsabgrenzungsposten': 2210.31, 'D. nicht durch Eigenkapital gedeckter Fehlbetrag': 278494.36, 'Bilanzsumme, Summe Aktiva': 4356722.54}";"{'': '31.12.2015EUR', 'A. Eigenkapital': 0.0, 'I. gezeichnetes Kapital': 25000.0, 'II. Verlustvortrag': 411061.69, 'III. Jahresüberschuss': 107567.33, 'IV. nicht gedeckter Fehlbetrag': 278494.36, 'B. Rückstellungen': 119279.16, 'C. Verbindlichkeiten': 1021922.57, 'davon mit Restlaufzeit bis 1 Jahr': 1021922.57, 'davon aus Steuern': 227489.84, 'davon im Rahmen der sozialen Sicherheit': 1474.69, 'D. Rechnungsabgrenzungsposten': 3215520.81, 'Bilanzsumme, Summe Passiva': 4356722.54}"
